ADOPTIONNUMBER,ANIMALID,OWNERID,RETAILERID,MOVEMENTDATE,RETURNDATE,RETURNEDREASONID,RETURNEDBYOWNERID
4691,2490,3959,0,1/28/17,None,13,0
4688,633,3971,0,1/26/17,None,13,0
4677,2581,3957,3,1/26/17,None,13,0
4692,2600,3972,0,1/26/17,None,13,0
4698,2564,3966,0,1/28/17,None,13,0
4696,2569,1413,0,1/28/17,2/4/17,5,0
4697,2570,3966,0,1/28/17,None,13,0
4699,2628,3960,0,2/11/17,None,13,0
2777,910,1104,3,1/3/16,1/28/17,4,0
4701,2571,3982,0,1/31/17,None,13,0
4735,2501,3956,0,2/6/17,None,13,0
4704,2425,3987,0,1/30/17,None,13,0
4702,2608,3984,0,1/30/17,None,13,0
4730,922,3988,0,2/9/17,2/13/17,4,0
4640,1417,3903,0,1/14/17,2/4/17,5,0
4738,2679,876,0,2/15/17,None,13,0
4753,2498,4033,3,2/10/17,None,13,0
4725,484,3999,0,2/20/17,None,13,0
4727,1435,3989,0,2/2/17,None,13,0
4751,2673,4032,0,2/10/17,None,0,0
4726,739,3995,0,2/5/17,None,13,0
4731,2430,3954,0,2/9/17,None,13,0
4747,1969,4022,0,2/9/17,None,13,0
4763,2613,3981,0,2/11/17,None,13,0
4733,1031,3970,0,3/4/17,None,13,0
4770,1507,4046,0,2/11/17,None,13,0
15330,8449,10480,0,1/3/20,None,13,0
2303,761,941,0,9/13/15,2/22/17,4,0
4769,2372,4050,0,2/12/17,None,13,0
2304,763,941,0,9/13/15,2/22/17,4,0
4764,2622,3981,0,2/11/17,None,13,0
4765,1535,4044,0,2/11/17,None,13,0
4762,2657,4038,0,2/11/17,None,13,0
3234,1091,941,0,4/23/16,2/22/17,4,0
4768,2637,4042,3,2/11/17,2/19/17,5,0
4689,2596,3973,0,1/28/17,2/16/17,4,0
4809,2610,3888,0,2/9/17,None,0,0
4690,2618,3973,0,1/28/17,2/16/17,4,0
4810,2614,4090,3,2/22/17,None,13,0
4815,2662,4094,0,2/25/17,None,13,0
4427,1040,3687,3,11/29/16,2/24/17,5,0
4823,2629,4049,0,2/24/17,None,13,0
4826,2427,4049,0,2/24/17,None,0,0
4833,2596,4080,0,2/26/17,None,13,0
4814,1429,4094,0,2/25/17,None,13,0
4798,2380,4034,0,2/25/17,None,13,0
4807,2671,4032,0,2/10/17,None,11,0
4822,2716,4100,0,2/27/17,None,13,0
4811,2569,4064,0,3/6/17,None,13,0
4828,2658,4099,0,2/27/17,None,13,0
4792,2639,4074,3,2/17/17,None,13,0
4832,2518,4096,0,2/25/17,2/27/17,4,0
4840,1496,4091,3,2/28/17,None,13,0
4849,2697,3993,0,3/2/17,None,13,0
4729,2419,4000,0,2/2/17,3/2/17,5,0
4858,2762,4131,0,3/3/17,None,0,0
4850,2700,3993,0,3/2/17,None,13,0
4790,1204,4066,0,3/4/17,None,13,0
4859,2772,4075,0,3/9/17,None,13,0
4865,2606,4048,3,3/5/17,None,13,0
4866,2734,3866,0,3/5/17,None,13,0
4882,2702,4155,0,3/9/17,None,13,0
4728,2428,4000,0,2/2/17,3/9/17,5,0
4870,2648,4138,0,3/6/17,None,13,0
4869,2733,4141,0,3/6/17,None,13,0
4890,2699,4173,0,3/16/17,None,13,0
4392,1553,3651,0,11/15/16,None,11,0
4883,2819,4164,0,3/10/17,None,0,0
4871,2705,4095,0,3/9/17,None,13,0
4884,2594,4164,0,3/10/17,None,0,0
4886,2693,4138,0,3/13/17,None,13,0
4891,2771,4176,0,3/16/17,None,13,0
4885,2732,4166,0,3/13/17,None,13,0
4277,1463,3500,0,11/1/16,3/15/17,9,0
4892,1050,4159,0,3/15/17,None,13,0
4894,2778,4128,0,3/18/17,None,13,0
4903,2692,4186,0,3/19/17,None,13,0
4902,2708,4186,0,3/19/17,None,13,0
4895,2779,4128,0,3/18/17,None,13,0
4906,1471,1632,0,3/23/17,None,11,0
4930,1958,4212,0,3/25/17,None,13,0
4913,2728,4187,0,3/20/17,None,0,0
4905,2684,4181,0,3/20/17,None,13,0
4914,2727,4200,0,4/10/17,None,13,0
4907,2737,4187,0,3/20/17,None,13,0
4931,1441,4230,0,4/13/17,None,13,0
4924,2738,888,0,3/23/17,None,13,0
4919,2790,4199,0,3/23/17,None,13,0
4926,2687,4214,0,3/23/17,None,13,0
4928,2689,4227,0,3/25/17,None,13,0
4932,1118,4213,0,3/26/17,None,13,0
4935,2686,4224,0,3/26/17,None,13,0
4929,922,4212,0,3/25/17,None,13,0
4927,2744,4226,0,3/25/17,None,13,0
4934,2371,4231,0,3/27/17,None,13,0
4950,2832,4209,0,3/30/17,None,13,0
4943,2745,4250,0,3/30/17,None,13,0
4732,2595,3983,0,2/6/17,3/31/17,5,0
4959,2850,166,0,4/2/17,None,13,0
4975,2419,60,0,4/6/17,None,11,0
4976,2428,60,0,4/6/17,None,11,0
4964,2758,768,3,4/2/17,None,0,0
4977,1262,4280,0,4/13/17,None,13,0
4968,2685,4265,0,4/17/17,None,13,0
4970,1329,56,0,4/4/17,None,13,0
4971,1423,1632,0,4/1/17,None,11,0
4960,2821,1563,0,4/5/17,None,13,0
4965,761,4268,3,4/5/17,None,13,0
3148,1062,1230,0,3/30/16,4/7/17,11,0
4991,2851,4287,0,4/13/17,None,13,0
4995,1293,4256,0,4/10/17,None,13,0
15331,8447,10480,0,1/3/20,None,13,0
4990,2805,4286,3,4/9/17,None,13,0
4969,2688,4265,0,4/17/17,None,13,0
4983,1355,207,0,4/18/17,None,13,0
5009,2861,4301,0,4/8/17,None,0,0
5014,2820,4301,0,4/8/17,None,11,0
5023,2756,4315,0,4/20/17,None,13,0
5025,2852,4318,0,4/22/17,None,13,0
5103,2795,4400,3,5/8/17,None,13,0
4973,763,4264,0,4/13/17,4/20/17,4,0
5015,2804,4308,0,4/20/17,None,13,0
5046,2645,4351,0,4/23/17,None,13,0
5045,2558,4339,0,4/22/17,None,13,0
5047,2884,4351,0,4/23/17,None,13,0
5049,2774,4302,0,4/25/17,None,13,0
3002,1011,1179,0,2/23/16,4/14/17,5,0
5022,2811,4317,0,5/14/17,None,13,0
5059,2752,4340,0,4/27/17,None,13,0
5060,2585,4360,0,4/27/17,None,13,0
5062,2767,4365,0,5/4/17,None,13,0
5065,763,4354,0,4/30/17,None,0,0
5068,2660,4376,0,5/1/17,None,0,0
5052,2853,4357,0,5/1/17,None,13,0
5096,2754,4386,0,5/6/17,None,13,0
5067,2739,4375,0,5/4/17,None,13,0
5063,2753,4331,0,5/4/17,None,13,0
5066,1091,4379,0,5/4/17,None,13,0
5094,50,3880,0,5/6/17,None,13,0
5092,2813,4395,3,5/6/17,None,13,0
5095,2751,4386,0,5/6/17,None,13,0
5091,1062,4381,3,5/5/17,None,13,0
5098,1416,1267,0,5/6/17,None,13,0
5101,2935,3168,0,5/12/17,None,13,0
5102,2665,4402,3,5/8/17,None,13,0
5093,2867,4383,3,5/9/17,None,13,0
2474,842,1007,0,10/25/15,5/9/17,4,0
5089,2997,4393,0,7/28/13,5/6/17,4,0
3003,1014,1179,0,2/23/16,4/14/17,5,0
5116,2911,4401,3,5/13/17,None,13,0
5120,2838,4387,0,5/11/17,None,13,0
5122,2696,4414,0,5/11/17,None,13,0
5123,2730,4412,0,5/11/17,None,13,0
5121,2695,4414,0,5/11/17,None,13,0
5124,2840,4372,0,5/11/17,None,13,0
5115,2806,191,0,5/14/17,None,13,0
5134,1195,60,0,5/15/17,None,0,0
5135,2836,4434,0,5/13/17,5/13/17,4,0
5139,2801,4439,0,5/15/17,None,13,0
5140,2836,4438,0,5/20/17,None,13,0
5145,2803,4446,0,5/18/17,None,13,0
5167,2824,4475,0,5/23/17,None,11,0
11929,6837,8413,0,3/28/19,None,13,0
5174,1014,4463,0,5/25/17,None,13,0
5151,2974,4465,0,5/24/17,None,13,0
5152,2933,4444,0,5/21/17,None,13,0
4585,2386,3863,0,12/31/16,5/26/17,4,0
5141,2842,4438,0,5/20/17,None,13,0
5149,1069,4454,0,5/18/17,None,13,0
5165,2942,4475,0,5/23/17,None,11,0
5166,2945,4475,0,5/23/17,None,11,0
5175,1011,4463,0,5/25/17,None,13,0
5188,2948,4455,0,5/27/17,None,13,0
5191,2706,4296,0,4/17/17,5/27/17,4,0
5181,1487,4470,0,5/27/17,None,13,0
5202,3013,4493,0,5/29/17,None,13,0
5201,3012,4493,0,5/29/17,None,13,0
5219,2920,289,0,6/3/17,None,13,0
5169,3070,4478,0,1/15/13,5/31/17,5,0
5216,2748,4509,3,6/2/17,None,13,0
5213,2919,3896,0,6/1/17,None,13,0
5214,2747,4507,0,6/1/17,None,13,0
4799,2666,3926,0,2/19/17,6/3/17,4,0
5206,2954,4496,0,6/3/17,None,13,0
5225,3015,4518,0,6/5/17,None,13,0
5255,3017,4498,0,6/8/17,None,13,0
5256,3018,4498,0,6/8/17,None,13,0
5257,3014,3727,0,6/8/17,None,13,0
5148,3053,4458,0,8/31/11,6/9/17,4,0
5263,3065,4545,0,6/11/17,None,13,0
5273,2814,4526,0,6/11/17,None,13,0
5277,2802,4548,0,6/12/17,None,13,0
5223,3116,4516,0,9/15/08,6/10/17,5,0
5271,2950,4199,3,6/12/17,None,13,0
5270,3067,4554,0,6/11/17,None,13,0
5287,3090,4535,0,7/18/17,None,13,0
5288,2834,4562,0,6/14/17,None,13,0
5276,2952,4543,3,6/14/17,None,13,0
15332,8448,10220,0,1/3/20,None,13,0
5278,3002,4556,0,6/15/17,None,13,0
5290,2997,4567,0,6/17/17,None,13,0
5275,2918,4555,0,6/18/17,None,13,0
5286,3089,4535,0,7/18/17,None,13,0
5224,3011,4331,0,6/15/17,None,13,0
5310,2972,4582,0,6/19/17,None,13,0
5294,2931,4568,0,6/18/17,None,13,0
5307,1517,4572,0,6/19/17,None,13,0
5302,2973,4578,0,6/19/17,None,13,0
5295,2897,4570,3,6/18/17,None,13,0
5316,2917,4594,0,6/27/17,None,13,0
5317,3016,4594,0,6/27/17,None,13,0
5354,2930,4602,0,6/24/17,None,13,0
5351,2666,4589,0,6/24/17,None,13,0
5352,2729,4613,0,6/24/17,None,13,0
5363,3088,3017,0,7/19/17,None,13,0
5355,2921,4625,0,6/26/17,None,13,0
5362,2929,4615,0,6/26/17,None,13,0
5358,2926,4628,0,6/26/17,None,13,0
5371,3148,4541,0,7/12/17,None,13,0
5357,2978,4627,0,6/29/17,None,13,0
5408,2763,4473,3,7/6/17,None,13,0
5405,3174,4557,0,6/29/17,None,0,0
5406,3093,4623,0,6/29/17,None,0,0
5407,3062,4651,0,6/29/17,None,0,0
11930,6687,8416,0,3/28/19,None,13,0
5440,3134,319,0,7/1/17,None,13,0
5468,3096,4662,0,7/2/17,None,13,0
5472,3092,4671,0,7/2/17,None,13,0
5470,3185,4669,0,7/7/17,None,13,0
5467,1040,4664,0,7/2/17,None,13,0
1389,20,69,0,1/1/15,None,13,0
5471,3187,4670,0,7/2/17,None,13,0
5469,3136,4666,0,7/2/17,None,13,0
5473,2979,4661,3,7/2/17,None,13,0
5474,3105,4665,0,7/8/17,None,13,0
5485,3290,4629,0,7/17/17,None,11,0
5486,3289,4629,0,7/17/17,None,11,0
5476,2928,812,0,7/12/17,None,13,0
5538,3302,4688,0,8/9/16,None,11,0
5580,2994,4698,0,7/9/17,None,13,0
5574,3195,4695,0,7/6/17,None,13,0
5573,3131,4109,0,7/6/17,None,13,0
5572,3135,4109,0,7/6/17,None,13,0
5617,3003,4672,0,7/8/17,None,13,0
5619,2992,4689,0,7/10/17,None,13,0
5626,2893,4697,0,7/8/17,None,13,0
5620,3189,4689,0,7/10/17,None,13,0
5680,3070,4676,0,7/9/17,None,13,0
6468,3617,1562,0,10/5/17,None,13,0
787,274,324,0,9/6/14,7/10/17,4,0
5702,3119,399,0,7/10/17,None,13,0
1614,539,709,0,3/12/15,7/11/17,4,0
1615,538,709,0,3/12/15,7/11/17,4,0
5703,2991,4539,0,7/11/17,None,13,0
4386,1124,3634,3,11/22/16,7/11/17,5,0
5794,2880,4759,0,7/23/17,None,0,0
5787,3278,4776,0,7/22/17,None,13,0
5618,2922,4672,0,7/13/17,7/14/17,4,0
5735,2386,4735,0,7/30/17,None,13,0
5746,3175,4727,0,7/15/17,None,13,0
5744,2993,4754,0,7/15/17,None,13,0
5170,3071,4478,0,7/15/13,5/31/17,5,0
5792,1124,4792,0,7/23/17,None,11,0
5763,3275,4762,0,7/17/17,None,0,0
5762,2922,4762,0,7/17/17,None,0,0
5760,1232,4536,0,7/17/17,None,0,0
5764,3184,4764,0,7/18/17,None,11,0
5212,2655,4508,0,7/1/17,7/19/17,4,0
5765,3173,4764,0,7/18/17,None,0,0
5774,3416,4777,0,11/17/12,7/24/17,5,0
5778,3152,4765,0,7/21/17,None,11,0
5782,2677,4774,0,7/20/17,None,0,0
5781,3150,4773,0,7/20/17,None,0,0
5789,2746,4779,0,7/22/17,None,13,0
5780,3272,4757,0,7/20/17,None,0,0
5783,3086,4780,0,7/22/17,None,11,0
5773,3087,3017,0,7/20/17,None,11,0
5761,3124,4755,0,7/22/17,None,13,0
5788,2971,4756,0,7/22/17,None,13,0
5796,3153,4362,0,7/23/17,None,0,0
5795,3113,1044,0,7/23/17,None,0,0
5785,3281,4614,0,7/22/17,None,13,0
5793,2881,4789,0,7/23/17,None,0,0
5797,3154,4362,0,7/23/17,None,0,0
15333,8571,10692,0,1/3/20,None,13,0
5786,3279,4776,0,7/22/17,None,13,0
5851,3306,4835,0,8/1/17,None,0,0
5682,3110,4720,0,7/15/17,7/25/17,4,0
5683,3111,4720,0,7/15/17,7/25/17,4,0
5813,3177,4798,0,7/27/17,None,13,0
5824,2882,4803,0,7/29/17,None,13,0
5829,3118,3159,0,7/29/17,None,13,0
5825,3180,4804,0,7/29/17,None,13,0
5827,3320,4805,0,7/29/17,None,13,0
5830,2875,4811,0,7/29/17,None,13,0
5828,3120,3159,0,7/29/17,None,13,0
5826,3304,4805,0,7/29/17,None,13,0
5849,3109,1560,3,7/31/17,None,13,0
3363,1214,1291,0,5/13/16,8/2/17,4,0
5877,2879,4855,0,8/3/17,None,0,0
5878,842,4857,0,8/3/17,None,13,0
5880,3106,4836,0,8/6/17,None,13,0
5881,3311,4846,0,8/5/17,None,13,0
5879,2878,4833,0,8/5/17,None,13,0
5920,3094,69,0,8/3/17,None,11,0
5916,3193,1515,0,8/7/17,None,13,0
5912,3139,393,0,8/5/17,None,13,0
5914,3357,4872,0,8/5/17,None,13,0
5915,2378,4844,0,8/7/17,None,13,0
5913,3349,4872,0,8/5/17,None,13,0
5911,3137,393,0,8/5/17,None,13,0
5910,2799,4850,3,8/4/17,None,13,0
5923,3345,4875,0,8/7/17,None,13,0
5921,3351,4873,0,8/7/17,None,13,0
5931,3450,4528,0,8/8/17,None,11,0
5922,3347,4875,0,8/7/17,None,13,0
5909,3206,4871,3,8/8/17,None,13,0
5926,274,4845,0,8/10/17,None,13,0
5945,3297,4877,0,8/10/17,None,13,0
5946,3212,4800,0,8/11/17,None,0,0
5947,3364,4900,0,8/23/17,None,13,0
5943,3069,414,3,8/11/17,None,13,0
5944,3343,4896,0,8/12/17,None,13,0
5936,3341,4887,0,8/10/17,None,13,0
5956,3280,4864,0,8/12/17,None,13,0
5957,3239,4893,3,8/12/17,None,13,0
5970,3595,4924,0,8/24/12,8/11/17,11,0
1753,607,761,0,5/1/15,8/14/17,5,0
5959,3284,4909,0,8/13/17,None,13,0
5948,3243,4901,3,8/13/17,None,13,0
5961,3194,4912,0,8/13/17,None,13,0
5960,3138,4911,0,8/13/17,None,13,0
5958,3283,4909,0,8/13/17,None,13,0
5954,3172,277,0,8/5/17,None,13,0
5963,3234,4914,0,8/14/17,None,13,0
5962,3228,4914,0,8/14/17,None,13,0
5968,3077,4921,0,8/14/17,None,13,0
2884,981,1138,3,1/26/16,8/16/17,5,0
5993,3210,4902,0,8/17/17,None,13,0
5992,3140,4907,0,8/17/17,None,13,0
5977,3114,4915,0,8/17/17,None,13,0
5976,3052,4936,3,8/19/17,None,13,0
5991,2656,4940,0,8/22/17,None,13,0
5996,3410,4959,0,8/19/17,None,0,0
5995,3197,4956,0,8/15/17,None,11,0
5997,3622,4959,0,8/19/17,None,0,0
5998,3610,4959,0,8/19/17,None,0,0
5999,3116,4955,0,8/19/17,None,13,0
6001,3495,4910,0,8/19/17,None,13,0
6027,3117,4973,0,8/21/17,None,13,0
6427,3371,5144,0,9/30/17,None,13,0
6000,3501,4910,0,8/19/17,None,13,0
6002,2683,4876,0,8/19/17,None,13,0
6018,3461,1089,0,8/20/17,None,13,0
6023,3439,4629,0,8/21/17,None,0,0
6024,3438,4629,0,8/21/17,None,0,0
6022,3437,4629,0,8/21/17,None,0,0
6026,3459,4966,0,8/22/17,None,13,0
6053,3107,101,0,8/25/17,None,11,0
6089,538,5012,0,8/27/17,None,13,0
6085,3462,4975,0,8/26/17,None,13,0
6088,539,5012,0,8/27/17,None,13,0
6091,3108,4089,0,8/31/17,None,13,0
6087,1115,4994,0,8/28/17,None,13,0
6082,3666,325,0,8/26/17,None,13,0
6036,3332,4978,0,8/24/17,None,13,0
6084,3463,4975,0,8/26/17,None,13,0
5681,3121,4715,0,7/9/17,8/31/17,4,0
6127,3333,4992,0,8/31/17,None,13,0
6103,3519,4922,0,10/2/17,None,13,0
6129,3334,4897,0,8/31/17,None,13,0
6146,2946,3953,0,9/2/17,None,13,0
6119,3353,5032,3,9/1/17,None,13,0
6143,3661,5041,0,9/3/17,None,13,0
6149,3667,5017,0,9/7/17,None,13,0
6152,3080,3758,0,9/3/17,None,13,0
6151,3499,3862,0,9/3/17,None,13,0
6153,3359,5048,3,9/3/17,None,13,0
6467,3649,3889,0,10/2/17,None,13,0
6164,3046,1438,0,9/4/17,None,13,0
6178,3053,5064,0,9/7/17,None,13,0
6163,3497,5059,0,9/4/17,None,13,0
6172,3507,5047,0,9/4/17,None,13,0
6173,3680,60,0,9/5/17,None,0,0
2919,1003,152,3,2/4/16,9/6/17,4,0
6150,3330,5053,0,9/4/17,None,13,0
6171,3588,5025,0,9/4/17,None,13,0
6170,1214,4991,0,9/4/17,None,13,0
6169,3573,5063,0,9/4/17,None,13,0
6156,3355,5061,0,9/7/17,None,13,0
6165,3121,34,0,9/7/17,None,13,0
6250,3611,3998,0,9/7/17,None,0,0
6251,3556,3998,0,9/7/17,None,0,0
6460,3689,5215,0,10/1/17,None,13,0
6291,3703,1208,0,9/8/17,None,11,0
6290,3702,1208,0,9/8/17,None,11,0
6292,3591,837,0,9/11/17,None,13,0
6293,3613,5006,0,9/11/17,None,13,0
6252,3365,5076,0,9/9/17,None,13,0
6310,3324,5100,0,9/11/17,None,13,0
1268,419,5102,3,12/11/14,2/12/15,5,0
6312,3198,5082,0,9/11/17,None,13,0
6299,3506,5099,0,9/10/17,None,13,0
6461,3657,5215,0,10/1/17,None,13,0
6301,3436,4278,0,9/10/17,None,13,0
6300,3435,4278,0,9/10/17,None,13,0
6128,3413,5024,0,9/2/17,None,13,0
6315,3571,5115,0,9/17/17,None,13,0
6311,3326,5100,0,9/11/17,None,13,0
6466,3648,5212,0,10/2/17,None,13,0
6314,3589,5116,0,9/14/17,None,13,0
6339,3693,5097,0,9/14/17,None,13,0
6309,3443,4097,0,9/14/17,None,13,0
6316,3517,3786,3,9/16/17,None,13,0
6383,3705,5174,0,9/26/17,None,13,0
6388,3592,5146,0,9/27/17,None,13,0
6351,3668,5039,0,9/16/17,None,13,0
6352,3366,5039,0,9/16/17,None,13,0
6353,3502,5058,0,9/16/17,None,13,0
6355,3538,5118,0,9/17/17,None,13,0
6381,3402,5169,0,9/24/17,None,13,0
6385,3844,5172,0,9/28/17,None,13,0
6368,3361,5157,0,9/28/17,None,13,0
6387,3518,4922,0,10/2/17,None,11,0
6379,3785,5170,0,9/24/17,None,13,0
6370,3147,773,3,9/21/17,None,13,0
6369,3529,5163,0,9/21/17,None,13,0
6377,3774,948,0,9/23/17,None,13,0
6357,3407,5142,0,9/23/17,None,13,0
6359,3414,5142,0,9/23/17,None,13,0
6382,3403,5169,0,9/24/17,None,13,0
6378,3537,5159,0,9/23/17,None,13,0
6375,3677,4886,0,9/24/17,None,13,0
15420,7137,6992,0,1/12/20,None,13,0
5150,2800,4448,0,5/18/17,9/24/17,5,0
6367,2611,5158,3,9/26/17,None,13,0
6389,3593,5146,0,9/27/17,None,13,0
6401,3608,5174,0,9/26/17,None,13,0
2189,771,891,0,6/28/12,9/26/17,5,0
6396,3415,5185,0,9/26/17,None,13,0
6393,3767,4971,0,9/28/17,None,13,0
6459,3691,751,0,9/30/17,None,13,0
6457,3528,336,0,9/30/17,None,13,0
6458,3416,234,0,9/30/17,None,13,0
15335,8591,9884,0,1/3/20,None,13,0
6465,3567,4187,0,10/5/17,None,13,0
6480,3337,5224,3,10/4/17,None,13,0
6555,1103,5242,0,10/5/17,None,13,0
6567,3643,5249,0,10/21/17,None,13,0
6556,3487,5225,0,10/5/17,None,13,0
6568,2800,5252,0,10/12/17,None,13,0
6571,3679,5256,0,10/12/17,None,13,0
6456,771,5211,0,10/7/17,None,13,0
6570,3505,5173,0,10/7/17,None,13,0
6569,2777,5255,0,10/7/17,None,13,0
6587,3603,5262,0,10/9/17,None,13,0
6588,3452,5250,0,10/9/17,None,13,0
6586,3851,5254,0,10/19/17,None,13,0
6589,3369,5220,0,10/9/17,None,13,0
6636,3675,5258,3,10/11/17,None,13,0
6655,3650,5295,0,10/15/17,None,13,0
6653,3739,5275,0,10/14/17,None,13,0
6644,3737,5249,0,10/13/17,None,13,0
6642,3838,5217,0,10/12/17,None,13,0
6652,3652,5317,0,10/14/17,None,13,0
6680,3736,5291,0,10/19/17,None,13,0
6654,3721,5310,0,10/15/17,None,13,0
6656,3630,5320,0,10/15/17,None,13,0
6658,3539,5288,0,10/15/17,None,0,0
6670,3701,4589,0,10/16/17,None,13,0
6672,3738,5318,0,10/19/17,None,13,0
6683,3523,5351,0,10/20/17,None,13,0
6689,3510,5371,0,10/20/17,None,13,0
6669,3769,5329,0,10/16/17,None,13,0
6668,3932,5325,0,10/16/17,None,13,0
6657,3504,5327,3,10/16/17,None,13,0
6650,2981,5294,3,10/16/17,None,13,0
6671,3554,5318,0,10/19/17,None,13,0
6673,3787,4973,0,10/19/17,None,13,0
6691,3516,5361,0,10/21/17,None,13,0
6690,3543,5380,0,10/20/17,None,13,0
6688,3480,5351,0,10/20/17,None,13,0
6695,3768,5244,0,10/22/17,None,13,0
6693,3886,5388,0,10/22/17,None,13,0
6698,3995,5383,0,10/22/17,11/10/17,4,0
6697,3735,5328,0,10/22/17,None,13,0
6696,3760,5244,0,10/22/17,None,13,0
6694,3888,5388,0,10/22/17,None,13,0
6679,3961,5273,0,10/21/17,None,13,0
6708,3880,5393,0,10/23/17,None,13,0
6704,3513,5405,0,10/23/17,None,13,0
6721,3540,5408,0,10/25/17,None,13,0
6728,3834,5418,0,10/26/17,None,13,0
6729,3606,5384,3,10/26/17,None,13,0
6714,3896,5391,0,10/26/17,None,13,0
6722,3545,5392,0,10/26/17,None,13,0
6784,3841,5392,0,10/26/17,None,13,0
6791,3542,5391,0,10/26/17,None,0,0
6638,3651,5290,0,10/26/17,None,13,0
6836,3597,5379,0,10/29/17,None,13,0
6840,3876,5321,0,10/28/17,None,13,0
6839,3874,5321,0,10/28/17,None,13,0
6835,3766,5379,0,10/29/17,None,13,0
6882,3892,5436,0,10/29/17,None,13,0
6889,3581,5437,0,10/28/17,None,11,0
6883,3894,5436,0,10/29/17,None,13,0
6885,3802,5434,0,10/29/17,None,13,0
6886,3788,1228,0,10/29/17,None,13,0
6887,3784,5352,0,10/29/17,None,13,0
6888,3583,5437,0,10/28/17,None,11,0
6884,3390,5377,0,10/29/17,None,13,0
6891,3585,5424,0,10/28/17,None,0,0
6700,3454,5383,0,10/22/17,10/28/17,4,0
6892,981,5319,0,10/30/17,None,13,0
6928,3826,5477,0,11/5/17,None,13,0
6785,3796,5373,0,10/26/17,10/30/17,4,0
6786,3586,975,0,10/30/17,None,13,0
6896,3511,5456,0,11/2/17,None,13,0
6926,3998,4782,0,11/2/17,None,13,0
6927,3783,5460,0,11/2/17,None,13,0
6933,3955,5476,0,11/4/17,None,0,0
6925,3960,5461,0,11/6/17,None,13,0
15336,8446,10483,0,1/3/20,None,13,0
6934,607,5481,0,11/6/17,None,13,0
6838,3527,5407,0,10/28/17,11/7/17,4,0
6897,3978,5410,0,10/31/17,None,11,0
6898,4051,5410,0,10/31/17,None,11,0
6950,4227,5503,0,11/5/17,None,11,0
6951,4229,5503,0,11/5/17,None,11,0
6983,3524,5489,0,11/12/17,None,13,0
15337,8264,10682,3,1/3/20,None,13,0
6987,3747,5427,0,11/9/17,None,13,0
6699,3746,5383,0,10/22/17,11/10/17,4,0
6992,3789,5526,0,11/16/17,None,13,0
6994,3820,5518,0,11/12/17,None,13,0
6997,4056,5497,0,11/12/17,None,13,0
6999,3684,3880,0,11/9/17,None,11,0
7000,3804,60,0,11/13/17,None,11,0
6995,4140,5376,0,11/12/17,None,13,0
6991,3843,3578,0,11/12/17,None,13,0
6996,4054,5497,0,11/12/17,None,13,0
6998,3999,5497,0,11/12/17,None,13,0
15338,8562,10698,0,1/3/20,None,0,0
7002,3870,5544,0,11/15/17,None,13,0
7007,3798,5545,0,11/16/17,None,13,0
7004,3792,5535,0,11/15/17,None,13,0
7078,3734,5328,0,10/22/17,None,0,0
7080,3752,757,0,11/30/17,None,13,0
7081,3822,4969,0,11/17/17,None,13,0
7084,4195,5567,0,11/16/17,None,11,0
7086,3654,5565,0,11/18/17,None,13,0
7089,3744,1624,0,11/18/17,None,13,0
7091,4063,5547,0,11/19/17,None,13,0
7095,4139,1237,0,11/20/17,None,13,0
7094,3884,5572,0,11/19/17,None,13,0
7092,3399,978,0,11/19/17,None,13,0
7101,4060,5571,0,11/20/17,None,13,0
7097,4105,4922,0,11/20/17,None,13,0
7090,4116,5430,0,11/21/17,None,13,0
7128,4065,5578,0,11/22/17,None,13,0
7093,3965,5573,0,11/26/17,None,13,0
15339,8288,10699,0,1/3/20,None,13,0
7233,3240,4610,0,6/23/17,None,11,0
1697,570,861,0,6/1/15,None,13,0
7248,3322,5616,0,11/26/17,None,0,0
7240,4002,5605,0,11/24/17,None,13,0
7147,3966,5578,0,11/24/17,None,13,0
7243,4245,5607,0,11/25/17,None,13,0
7244,3717,5604,0,11/25/17,None,13,0
7241,4106,5599,0,11/24/17,None,13,0
7100,3725,1157,0,11/20/17,11/26/17,4,0
7245,3908,5606,3,11/26/17,None,13,0
7282,3807,5495,0,11/28/17,None,13,0
5356,2970,4626,3,6/25/17,11/29/17,5,0
5777,3273,4626,0,7/20/17,11/29/17,5,0
7405,3921,5612,0,11/29/17,None,13,0
7507,4340,5567,0,11/29/17,None,0,0
7003,3855,5530,3,11/16/17,11/30/17,9,0
11821,6771,8267,0,3/11/19,3/19/19,5,8267
7520,3527,5564,0,11/30/17,None,13,0
7517,3916,5625,0,11/30/17,None,13,0
7519,3671,5630,0,11/30/17,None,13,0
7006,3796,5545,0,11/16/17,12/1/17,4,0
7535,3840,5615,0,12/2/17,None,13,0
7540,4359,3122,0,9/28/16,None,11,0
7083,4185,5567,0,11/16/17,11/29/17,5,0
7546,4144,5640,0,12/3/17,None,13,0
7539,4108,5530,0,12/2/17,None,13,0
7547,4011,5034,0,12/3/17,None,13,0
7545,4109,5640,0,12/3/17,None,13,0
7548,3929,5614,0,12/3/17,None,13,0
7549,3508,5652,0,12/4/17,None,13,0
7521,4043,5642,3,12/2/17,None,13,0
7551,4193,5654,0,12/4/17,12/11/17,4,0
7556,3970,5662,0,12/7/17,None,13,0
7555,3968,5662,0,12/7/17,None,13,0
15340,8450,10690,0,1/3/20,None,13,0
