ADOPTIONNUMBER,ANIMALID,OWNERID,RETAILERID,MOVEMENTDATE,RETURNDATE,RETURNEDREASONID,RETURNEDBYOWNERID
21588,11313,14786,0,5/30/21,None,13,0
21600,11676,15340,0,6/1/21,None,13,0
21609,11756,15411,0,6/2/21,None,13,0
21611,11810,15417,0,6/2/21,None,13,0
21615,11757,15379,0,6/2/21,None,13,0
21616,11826,15379,0,6/2/21,None,13,0
21617,11513,12792,0,6/2/21,None,13,0
21578,10984,15307,0,6/4/21,None,13,0
21601,11609,15277,0,6/14/21,None,13,0
21618,8718,15410,0,6/2/21,None,13,0
21637,11671,15436,3,6/3/21,None,13,0
21620,11755,15421,0,6/2/21,None,13,0
21621,11759,13755,0,6/2/21,None,13,0
21622,11709,5852,0,7/5/21,None,13,0
21624,11506,14047,0,6/3/21,None,13,0
21631,11828,15439,0,6/3/21,None,13,0
21650,11825,15432,0,6/4/21,None,13,0
21632,11509,6833,0,6/3/21,None,13,0
21633,11782,6833,0,6/3/21,None,13,0
21634,11504,15286,0,6/3/21,None,13,0
21635,11505,15286,0,6/3/21,None,13,0
21636,11512,15438,0,6/3/21,None,13,0
21638,11823,10235,0,6/4/21,None,13,0
17916,9905,12629,0,8/17/20,6/4/21,4,12629
21649,11830,15432,0,6/4/21,None,13,0
21656,11829,15453,0,6/5/21,None,13,0
21596,11079,7466,0,6/4/21,None,13,0
21654,11503,15451,3,6/4/21,None,13,0
21655,11568,15422,0,6/5/21,None,13,0
21658,11783,15456,0,6/5/21,None,13,0
21657,11507,15456,0,6/5/21,None,13,0
21661,11808,15435,0,6/6/21,None,13,0
21662,11867,15459,0,6/6/21,None,13,0
21663,11824,15455,0,6/6/21,None,13,0
21640,11690,10801,0,6/16/21,None,13,0
21664,11761,15380,0,6/6/21,None,13,0
21665,11809,15466,0,6/6/21,None,13,0
21666,11743,15404,0,6/6/21,None,13,0
21667,11476,15155,0,6/6/21,None,13,0
21672,11760,14903,0,6/7/21,None,13,0
21673,11591,15470,0,6/7/21,None,13,0
21675,11866,15474,0,6/7/21,None,13,0
21676,11802,15440,0,6/7/21,None,13,0
21677,11827,15426,0,6/7/21,None,13,0
21678,11480,15426,0,6/7/21,None,13,0
21679,11803,13672,0,6/7/21,None,13,0
21230,11288,7564,3,5/1/21,6/7/21,18,0
10523,5729,7385,0,10/25/18,6/6/21,18,7385
19574,10818,10442,0,12/9/20,6/9/21,4,0
21697,11762,15447,0,6/9/21,None,13,0
21698,11804,15447,0,6/9/21,None,0,0
21706,11710,15483,0,6/9/21,None,13,0
21707,11758,15483,0,6/9/21,None,13,0
21709,11713,15484,0,6/10/21,None,13,0
21710,11813,15484,0,6/10/21,None,13,0
21712,11664,15480,0,6/10/21,None,13,0
21733,11740,15498,0,6/12/21,None,13,0
21722,11692,15492,0,6/11/21,None,13,0
21723,11693,15501,0,6/11/21,None,13,0
21724,11879,15501,0,6/11/21,None,13,0
21741,11738,13161,0,6/13/21,None,13,0
21725,11653,15494,0,6/11/21,None,13,0
21726,11654,15494,0,6/11/21,None,13,0
21734,11766,15471,0,6/12/21,None,13,0
21729,11711,14079,0,6/11/21,None,13,0
21731,11475,15424,0,6/12/21,None,0,0
21732,11737,15424,0,6/12/21,None,13,0
21735,11665,15505,0,6/12/21,None,13,0
21736,11765,15513,0,6/13/21,None,13,0
21742,11694,13845,0,6/14/21,None,13,0
21737,11696,10920,0,6/13/21,None,13,0
21738,11712,15327,0,6/13/21,None,13,0
21739,11540,14618,0,6/13/21,None,13,0
21740,11739,13161,0,6/13/21,None,13,0
21396,11335,10119,0,5/15/21,6/14/21,4,10119
21756,11520,13710,0,6/14/21,None,13,0
21757,11784,15525,0,6/14/21,None,13,0
21711,11689,11896,0,6/16/21,None,13,0
8508,61,6175,0,3/31/18,6/16/21,4,6175
21766,11362,7966,0,6/15/21,None,13,0
21773,11691,10801,0,6/16/21,None,0,0
21778,11695,15504,0,6/16/21,None,13,0
21779,11815,15519,0,6/16/21,None,0,0
21782,11703,15255,0,6/16/21,None,13,0
21783,11514,10341,0,6/16/21,None,0,0
21790,11098,15555,0,6/17/21,None,13,0
21785,11663,15508,0,6/16/21,None,13,0
21786,11749,15508,0,6/16/21,None,13,0
21787,5998,15540,3,6/16/21,None,13,0
21788,11564,15542,0,6/17/21,None,13,0
21789,11566,15547,0,6/17/21,None,13,0
21793,11700,15548,0,6/17/21,None,13,0
21791,11697,15554,0,6/17/21,None,13,0
21794,11563,15557,0,6/17/21,None,13,0
21795,11751,15522,3,6/17/21,7/8/21,9,0
21801,11541,13096,0,6/18/21,None,13,0
21803,11602,15534,0,6/18/21,None,13,0
21804,11603,15534,0,6/18/21,None,13,0
21805,11601,1513,0,6/18/21,None,13,0
21813,11489,15544,3,6/18/21,None,13,0
21814,11539,15531,0,6/18/21,None,13,0
21815,11538,15531,0,6/18/21,None,13,0
21820,11600,15510,0,6/19/21,None,13,0
21821,11790,15510,0,6/19/21,None,13,0
21822,11919,15565,0,6/19/21,None,13,0
21823,11537,15553,0,6/19/21,None,13,0
21824,11774,15570,0,6/19/21,None,13,0
21825,11776,15506,0,6/20/21,None,13,0
21826,11920,12895,0,6/20/21,None,13,0
21835,11881,4713,0,6/21/21,None,13,0
21827,11921,12895,0,6/20/21,None,13,0
21828,11795,15518,0,6/20/21,None,13,0
21829,11763,15576,3,6/20/21,None,13,0
21832,11662,15572,0,6/21/21,None,13,0
21849,11707,5852,0,7/5/21,None,0,0
21856,11914,15333,0,6/23/21,None,13,0
21855,11659,15333,0,6/23/21,None,13,0
21858,11658,15329,0,6/23/21,None,13,0
21857,11775,15329,0,6/23/21,None,13,0
21859,11655,15329,0,6/23/21,None,13,0
21860,11741,15552,0,6/23/21,None,13,0
21897,11901,15613,0,6/25/21,None,13,0
21863,11817,10220,0,7/6/21,None,13,0
21865,11608,15604,0,6/23/21,None,13,0
21866,11657,15549,0,6/23/21,None,13,0
21867,11719,15549,0,6/23/21,None,13,0
21868,11523,13102,0,6/23/21,None,13,0
21864,11517,15582,0,6/23/21,6/24/21,4,15582
9406,4889,6729,0,7/20/18,6/23/21,4,0
9407,5141,6729,0,7/20/18,6/23/21,4,0
21339,11336,15231,0,5/11/21,6/24/21,4,15231
21873,11835,15537,0,6/24/21,None,13,0
3069,1008,1203,0,3/12/16,6/24/21,4,1203
21875,11718,7075,0,6/24/21,None,13,0
21881,11752,15578,0,6/24/21,None,13,0
21882,11800,15578,0,6/24/21,None,13,0
21703,11727,15298,0,6/25/21,None,13,0
16940,9332,11975,0,6/15/20,6/25/21,4,11975
21883,11686,15387,0,6/25/21,None,13,0
18543,10183,13079,0,9/21/20,6/25/21,5,13079
21885,11852,15606,0,6/25/21,None,13,0
21889,11851,15617,0,6/25/21,None,13,0
21893,11611,15620,0,6/25/21,None,13,0
19966,10722,8151,0,1/9/21,6/25/21,4,8151
11574,6652,8151,3,2/11/19,6/25/21,4,0
21894,6652,15625,0,6/25/21,None,0,0
21895,11869,15613,0,6/25/21,None,13,0
21896,11902,15613,0,6/25/21,None,13,0
21902,11656,15446,0,6/25/21,None,13,0
21910,11877,15628,3,6/27/21,None,13,0
21903,11684,15627,0,6/25/21,None,13,0
21904,7440,15612,3,6/26/21,None,13,0
21911,11604,13622,0,6/27/21,None,13,0
21784,11843,15535,0,6/16/21,6/26/21,4,15535
21906,11789,15622,0,6/26/21,None,13,0
21907,11714,15621,0,6/26/21,None,13,0
21917,11357,14437,0,6/28/21,None,13,0
21918,11785,14437,0,6/28/21,None,13,0
21925,11666,15630,0,6/28/21,None,13,0
21926,11271,15650,0,6/28/21,None,13,0
21924,11685,15637,0,6/28/21,None,13,0
21930,11818,15634,0,6/28/21,None,13,0
21927,11925,15643,0,6/28/21,None,13,0
21915,11625,15639,0,6/28/21,None,13,0
21928,11834,15641,0,6/28/21,None,13,0
21929,11814,15658,0,6/28/21,None,13,0
21905,11894,7074,0,6/26/21,6/29/21,4,0
21940,11805,113,0,7/7/21,None,13,0
21920,10818,13481,0,6/30/21,None,13,0
21967,11845,15671,0,6/30/21,None,13,0
21969,11895,15603,0,6/30/21,None,13,0
21971,11833,15670,0,6/30/21,None,13,0
21972,11935,15570,0,7/1/21,None,13,0
21973,11798,12177,0,7/1/21,None,13,0
21974,11716,15682,0,7/1/21,None,13,0
21996,11846,15600,0,7/1/21,None,13,0
21997,11847,15600,0,7/1/21,None,13,0
21998,11288,14166,0,7/1/21,None,13,0
21999,11723,15659,3,7/1/21,None,13,0
22000,11736,15454,3,7/1/21,None,13,0
22002,11951,7243,0,7/2/21,None,13,0
21743,11750,14311,0,6/14/21,6/30/21,4,14311
22003,11978,15677,0,7/2/21,None,13,0
22004,11979,15677,0,7/2/21,None,13,0
21970,11832,15636,0,6/30/21,7/2/21,5,15636
22022,11820,15680,0,7/3/21,None,13,0
22031,11673,15668,0,7/4/21,None,13,0
22026,11859,15509,0,7/3/21,None,13,0
22024,11717,15692,0,7/3/21,None,13,0
22027,11903,15509,0,7/3/21,None,13,0
22025,11864,15616,0,7/3/21,None,13,0
22028,11832,15679,0,7/4/21,None,13,0
22032,11558,15693,0,7/4/21,None,13,0
22029,11715,15674,0,7/4/21,None,13,0
22030,11949,15674,0,7/4/21,None,13,0
22033,11855,15693,0,7/4/21,None,13,0
22045,11844,15702,0,7/6/21,None,13,0
22046,11868,15676,0,7/6/21,None,13,0
22047,11327,15707,0,7/6/21,None,13,0
22048,5141,15681,0,7/6/21,None,13,0
22049,11848,15713,0,7/6/21,None,13,0
22050,11853,15713,0,7/6/21,None,13,0
22087,11630,15739,0,7/8/21,None,13,0
22067,11014,15712,0,7/7/21,None,13,0
22068,11232,15712,0,7/7/21,None,13,0
22069,11519,15633,0,7/7/21,None,13,0
22074,11863,15694,0,7/7/21,None,13,0
22075,11612,15667,0,7/7/21,None,13,0
22082,11706,15619,0,7/8/21,None,13,0
22076,11708,15701,0,7/7/21,None,13,0
22077,11629,15701,0,7/7/21,None,13,0
22079,9332,15610,0,7/8/21,None,13,0
22080,12000,15610,0,7/8/21,None,13,0
22081,11950,15724,0,7/8/21,None,13,0
22088,11628,15731,0,7/9/21,None,13,0
22086,11837,15739,0,7/8/21,None,13,0
22095,11807,15751,0,7/9/21,None,13,0
22096,11838,15751,0,7/9/21,None,13,0
22098,11627,9339,0,7/9/21,None,13,0
22099,11637,15698,0,7/15/21,None,13,0
22066,11635,15629,0,7/9/21,None,13,0
22101,11857,15726,0,7/9/21,None,13,0
16723,9188,11685,0,6/3/20,7/9/21,5,0
22120,11836,15763,0,7/11/21,None,13,0
22106,11339,15686,0,7/10/21,None,13,0
22108,11806,15753,0,7/10/21,None,13,0
22109,11816,15753,0,7/10/21,None,13,0
22121,11812,15767,0,7/11/21,None,13,0
22110,11977,13435,0,7/10/21,None,13,0
22111,11638,15757,0,7/10/21,None,13,0
22119,11849,15599,0,7/11/21,None,13,0
22140,11843,15748,0,7/12/21,None,13,0
22144,11644,15773,0,7/12/21,None,13,0
22133,11924,15482,0,8/6/21,None,13,0
22165,11878,11015,0,7/12/21,None,13,0
22166,11850,6134,0,7/12/21,None,13,0
22171,11858,15787,0,7/13/21,None,13,0
22172,11860,15787,0,7/13/21,None,13,0
22185,11933,15776,0,7/13/21,None,13,0
22186,11932,15776,0,7/13/21,None,13,0
22187,11861,15734,0,7/13/21,None,13,0
22191,11854,15785,0,7/13/21,None,13,0
22188,11641,15771,0,7/13/21,None,13,0
22189,11640,15771,0,7/13/21,None,13,0
22192,11781,15785,0,7/13/21,None,13,0
22023,11670,15683,0,7/3/21,7/13/21,4,0
22202,11934,15770,0,7/14/21,None,13,0
22205,11944,15760,0,7/14/21,None,13,0
18649,10195,13206,0,10/1/20,7/14/21,11,0
22206,11647,13225,0,7/14/21,None,13,0
22207,11645,13225,0,7/14/21,None,13,0
22208,11994,15778,0,7/14/21,None,13,0
22209,11531,15764,0,7/14/21,None,13,0
22210,11639,15788,0,7/14/21,None,13,0
22222,11993,15813,0,7/15/21,None,13,0
22213,11948,15737,0,7/15/21,None,13,0
14602,8140,9811,0,10/29/19,7/15/21,9,9811
22238,12137,15840,0,7/16/21,None,13,0
22237,12140,15840,0,7/16/21,None,13,0
12894,7314,8995,0,7/2/19,7/16/21,9,8995
22240,11801,15837,0,7/16/21,None,13,0
22241,11799,15837,0,7/16/21,None,13,0
22244,11990,15812,0,7/16/21,None,13,0
22245,11862,15812,0,7/16/21,None,13,0
22246,8887,15824,3,7/16/21,None,13,0
22247,11277,15824,3,7/16/21,None,13,0
22248,12079,15834,0,7/17/21,None,13,0
22249,11524,15786,0,7/17/21,None,13,0
22263,12017,15843,0,7/19/21,None,13,0
22250,11535,15786,0,7/17/21,None,13,0
22251,11940,15789,0,7/17/21,None,13,0
22252,11954,15789,0,7/17/21,None,13,0
22253,11926,15718,0,7/18/21,None,0,0
22254,11906,15718,0,7/18/21,None,0,0
22264,12015,15843,0,7/19/21,None,13,0
22256,11675,15799,3,7/18/21,None,13,0
22265,12157,11881,0,8/3/21,None,13,0
22257,11892,15783,0,7/18/21,None,13,0
22259,12059,4138,0,7/18/21,1/7/22,5,4138
22266,12020,15846,0,7/19/21,None,13,0
22260,11968,15602,0,7/18/21,None,13,0
22261,4889,15822,0,7/18/21,None,13,0
22279,12058,15849,0,7/20/21,None,13,0
22268,11870,15853,0,7/19/21,None,13,0
22274,12067,15848,0,7/19/21,None,13,0
22269,11764,15609,0,7/19/21,None,13,0
22270,12019,15532,0,7/19/21,None,13,0
22271,12080,15532,0,7/19/21,None,13,0
22272,11998,15860,0,7/19/21,None,13,0
22267,12075,15853,0,7/19/21,7/20/21,4,0
22278,11667,15852,3,7/19/21,None,13,0
22285,12048,11887,0,7/20/21,None,13,0
22258,9188,15783,0,7/18/21,7/21/21,5,15783
22288,9905,15873,3,7/21/21,None,13,0
22289,12047,15762,0,7/21/21,None,13,0
22290,12075,15750,0,7/21/21,None,13,0
22291,12077,15750,0,7/21/21,None,13,0
22273,11880,15405,0,7/23/21,None,13,0
22292,12074,8788,0,7/21/21,None,13,0
22293,11991,8788,0,7/21/21,None,13,0
22294,11983,13126,0,7/21/21,None,13,0
22296,11754,15862,0,7/21/21,7/28/21,4,15862
22297,10978,15814,0,7/21/21,9/8/21,5,15814
22307,10195,15496,0,7/22/21,None,13,0
22319,11797,15894,0,7/22/21,None,13,0
22320,12072,15896,0,7/22/21,None,13,0
22324,11725,15237,0,7/23/21,None,0,0
22326,12151,15898,0,7/23/21,None,13,0
18157,10091,12895,0,9/23/20,7/23/21,4,0
22327,12081,15884,0,7/23/21,None,13,0
22331,12122,15861,0,7/23/21,None,13,0
22332,12120,15861,0,7/23/21,None,13,0
22334,12105,15772,0,7/23/21,None,13,0
22335,9188,15895,0,7/23/21,None,13,0
22336,11917,15901,0,7/24/21,None,13,0
22337,11995,15904,0,7/24/21,None,13,0
22338,12148,15910,0,7/24/21,None,13,0
22339,12007,15909,0,7/24/21,None,13,0
22308,12065,15705,0,7/29/21,None,13,0
22340,12102,10427,0,7/24/21,None,13,0
22361,12150,15935,0,7/26/21,None,13,0
22343,12096,15902,0,7/25/21,None,13,0
22344,12073,15841,0,7/25/21,None,13,0
22371,12123,15905,0,7/27/21,None,13,0
22345,12104,15921,0,7/25/21,None,13,0
22362,12016,15931,0,7/26/21,None,13,0
22349,12103,15917,0,7/25/21,None,13,0
22355,11819,15927,0,7/26/21,None,13,0
22356,12117,15913,0,7/26/21,None,13,0
22357,11821,15917,0,7/26/21,None,13,0
22363,12082,15931,0,7/26/21,None,13,0
22359,11642,15889,0,7/26/21,None,13,0
22364,12152,15775,0,7/26/21,None,13,0
22365,12018,15775,0,7/26/21,None,13,0
22377,11959,15943,0,7/27/21,None,13,0
22366,11750,15919,0,7/26/21,None,13,0
21046,11383,15049,0,4/10/21,7/27/21,5,0
22372,11973,15049,0,7/27/21,None,13,0
22373,12097,15049,0,7/27/21,None,13,0
22374,11562,15929,0,7/27/21,None,13,0
22376,11958,15943,0,7/27/21,None,13,0
13229,7316,9190,0,7/27/19,7/28/21,18,9190
22383,12084,15928,0,7/28/21,None,13,0
22384,12116,15928,0,7/28/21,None,13,0
22358,11472,15933,0,7/31/21,None,13,0
22380,11918,101,0,8/18/21,None,13,0
22406,11842,15912,0,7/28/21,None,13,0
22407,12021,15885,0,7/28/21,None,13,0
22412,12136,9879,0,8/10/21,None,13,0
22409,12001,15891,0,7/29/21,None,13,0
22410,12134,9222,0,7/29/21,None,13,0
22414,11012,15952,0,7/29/21,None,13,0
22415,11457,15906,0,7/29/21,None,13,0
22416,12108,15967,0,7/29/21,None,13,0
22417,11942,15967,0,7/29/21,None,13,0
22418,11941,15967,0,7/29/21,None,13,0
22437,12023,15972,0,7/30/21,None,13,0
22438,12121,15982,0,7/30/21,None,13,0
22439,11967,15940,0,7/30/21,None,13,0
22440,12022,15940,0,7/30/21,None,13,0
22441,12085,15979,0,7/30/21,2/23/22,5,15979
22451,11056,15851,3,8/2/21,None,13,0
22460,12063,15856,0,8/1/21,None,13,0
22444,11856,15964,0,7/30/21,None,13,0
22449,12109,15964,0,7/30/21,None,13,0
22461,11894,15887,0,8/2/21,None,13,0
22457,12286,15970,0,8/1/21,None,13,0
22458,11907,15985,3,8/1/21,None,13,0
22459,11909,14479,0,8/1/21,None,13,0
22462,11910,15708,0,8/2/21,None,13,0
22463,11796,15965,0,8/2/21,None,13,0
22464,12098,15965,0,8/2/21,None,13,0
17462,9527,12344,0,7/17/20,8/2/21,4,0
22465,12006,15996,0,8/2/21,None,13,0
22467,9394,9032,0,2/2/21,None,0,0
22476,11254,15594,0,8/4/21,None,13,0
22471,12002,15983,3,8/4/21,None,13,0
22473,12219,15911,0,8/4/21,None,13,0
22472,10183,14249,0,8/4/21,None,13,0
22475,11613,16004,0,8/4/21,None,13,0
22469,12144,15740,0,8/4/21,None,13,0
22474,11989,16005,0,8/4/21,None,13,0
22478,12090,15656,0,11/1/21,None,13,0
22477,12088,15656,0,11/1/21,None,13,0
22479,12011,16009,0,8/4/21,None,13,0
22480,12112,16004,0,8/4/21,None,0,0
22470,12198,14485,0,11/19/21,None,13,0
22485,12111,15997,0,8/5/21,None,13,0
22489,12110,8621,0,8/5/21,None,13,0
22491,12071,16020,0,8/5/21,None,0,0
3613,1227,1396,3,6/20/16,8/6/21,4,6938
22497,12014,16022,0,8/6/21,None,13,0
22498,12009,16022,0,8/6/21,None,13,0
22510,12147,15976,0,8/6/21,None,13,0
22518,12013,16013,0,8/6/21,None,13,0
22519,11988,16026,0,8/6/21,None,13,0
22520,12012,8621,0,8/7/21,None,13,0
22522,12039,16002,0,8/7/21,None,13,0
22524,12107,16001,0,8/7/21,None,13,0
22523,11670,15995,0,8/7/21,None,13,0
22526,11646,16012,0,8/8/21,None,13,0
22527,12064,12844,0,8/8/21,None,13,0
22521,12029,15845,0,8/7/21,8/8/21,4,0
22528,11974,14981,0,8/8/21,None,13,0
22529,12070,16034,3,8/8/21,None,13,0
22530,12153,16034,3,8/8/21,None,13,0
22531,12175,16021,0,8/8/21,None,13,0
22525,12146,15986,0,8/9/21,None,13,0
22495,11701,9273,0,9/3/21,None,13,0
22534,12038,16033,0,8/9/21,None,13,0
22535,12025,16038,0,8/9/21,None,13,0
22547,12037,16043,0,8/9/21,None,13,0
22562,12008,10773,0,8/9/21,None,13,0
22563,12029,10773,0,8/9/21,None,13,0
22574,11333,16047,0,8/10/21,None,13,0
22571,11969,16045,0,8/10/21,None,13,0
22572,12099,16045,0,8/10/21,None,13,0
18190,9714,12929,0,9/4/20,8/10/21,4,12929
22413,12135,9879,0,8/10/21,None,13,0
22570,12114,16057,0,8/11/21,None,13,0
22583,12200,14542,0,8/11/21,None,13,0
22378,12161,15409,0,8/11/21,None,13,0
22588,11980,16062,0,8/11/21,None,13,0
22599,11982,16063,0,8/12/21,None,13,0
22590,12292,11105,0,8/11/21,None,13,0
22591,12218,16076,0,8/11/21,None,13,0
22592,12288,16076,0,8/11/21,None,13,0
22593,11108,15969,0,8/11/21,None,13,0
21048,11411,15047,0,4/10/21,8/12/21,4,15047
22596,12310,15589,0,8/12/21,None,0,0
22597,12309,15589,0,8/12/21,None,0,0
22600,12115,16088,0,8/12/21,None,13,0
22608,11976,3608,0,8/12/21,None,13,0
22601,12294,15903,0,8/12/21,None,13,0
22606,12236,16093,0,8/12/21,None,13,0
22609,12158,8372,0,8/12/21,None,0,0
22607,12266,15581,0,8/12/21,None,13,0
22610,12024,16089,0,8/12/21,None,13,0
22612,12143,5747,0,8/12/21,None,13,0
22618,12069,16082,0,8/12/21,None,13,0
22619,12056,15659,3,8/12/21,None,13,0
22620,11996,16097,0,8/12/21,None,13,0
22621,12040,12066,0,8/13/21,None,13,0
22655,12159,11410,0,8/14/21,None,13,0
22629,11970,16069,0,8/13/21,None,13,0
22648,12076,16061,0,8/13/21,None,13,0
22639,12234,16103,0,8/13/21,None,13,0
22642,12033,8637,0,8/13/21,None,13,0
22643,12183,8637,0,8/13/21,None,13,0
22644,12250,16081,0,8/13/21,None,13,0
22645,12249,16081,0,8/13/21,None,13,0
22649,12101,16041,0,8/13/21,None,13,0
22646,12026,12413,0,8/13/21,None,13,0
22647,11297,16048,3,8/13/21,9/15/21,5,16048
22661,12031,16118,0,8/14/21,None,13,0
22650,12051,16023,0,8/13/21,None,13,0
22656,12052,16027,0,8/14/21,None,13,0
22651,12027,16108,0,8/14/21,None,13,0
22652,12028,16106,0,8/14/21,None,13,0
22653,12113,16109,0,8/14/21,None,13,0
22657,12216,16116,0,8/14/21,None,13,0
22654,12125,16114,0,8/14/21,None,13,0
22658,12127,16116,0,8/14/21,None,13,0
22659,12036,16119,0,8/14/21,None,13,0
22660,12035,16118,0,8/14/21,None,13,0
22670,12208,16075,0,8/15/21,None,0,0
22672,12207,16075,0,8/15/21,None,0,0
22673,12209,16075,0,8/15/21,None,0,0
22674,12032,15155,0,8/15/21,None,13,0
22675,12201,15890,0,8/15/21,None,13,0
22676,12390,11561,0,8/15/21,None,13,0
22679,11616,16071,0,8/15/21,None,13,0
22681,11999,15704,0,8/16/21,None,13,0
22682,11936,16117,0,8/16/21,None,13,0
22683,12235,10887,0,8/16/21,None,13,0
22685,12391,16133,0,8/16/21,None,13,0
22107,11936,15754,0,7/10/21,8/13/21,18,15754
22690,11335,16132,0,8/16/21,8/22/21,4,0
22696,12083,14670,0,8/17/21,None,13,0
22695,11893,16112,0,8/17/21,None,0,0
22702,12261,15318,0,8/18/21,None,13,0
22677,12100,16121,0,8/15/21,8/17/21,9,0
22703,12224,15318,0,8/18/21,None,13,0
22704,12139,16145,0,8/18/21,None,13,0
22706,12393,13814,0,8/18/21,None,13,0
22709,12141,15283,0,8/18/21,None,13,0
22714,11754,16148,0,8/18/21,None,13,0
22715,11626,16150,0,8/18/21,None,13,0
22716,12262,16123,0,8/18/21,None,13,0
22717,11887,16123,0,8/18/21,None,13,0
12242,7011,8630,0,5/11/19,8/19/21,18,0
22718,11873,16160,0,8/19/21,None,13,0
22719,12005,16160,0,8/19/21,None,13,0
22737,11429,16159,0,8/20/21,None,13,0
22722,11411,16025,0,8/19/21,None,13,0
22723,12272,16025,0,8/19/21,None,13,0
22725,11865,16099,0,8/19/21,None,0,0
22720,12348,16124,0,8/20/21,None,0,0
22726,12237,16136,0,8/20/21,None,13,0
22727,12233,16136,0,8/20/21,None,13,0
22731,11952,9352,3,8/20/21,None,13,0
22732,11939,9352,3,8/20/21,None,13,0
22742,12220,15943,0,8/20/21,None,13,0
22753,12423,16033,0,8/21/21,None,13,0
22756,12211,16176,0,8/21/21,None,13,0
22754,12422,16185,0,8/21/21,None,13,0
22759,12308,15948,0,8/22/21,None,0,0
22755,11674,16174,0,8/21/21,None,13,0
22757,12314,16181,0,8/21/21,None,13,0
22758,12311,15948,0,8/22/21,None,0,0
22761,12307,15948,0,8/22/21,None,0,0
22762,12306,15948,0,8/22/21,None,0,0
174,84,110,0,4/23/14,8/22/21,4,0
22743,12426,1027,0,8/22/21,None,13,0
22763,12428,1027,0,8/22/21,None,13,0
173,82,110,0,4/19/14,8/22/21,4,0
22255,10722,11495,0,7/18/21,8/22/21,13,0
22721,11682,16092,0,8/22/21,None,13,0
22764,12427,16188,0,8/22/21,None,13,0
22765,12355,16189,0,8/22/21,None,13,0
22766,12162,10045,0,8/22/21,None,13,0
22768,11607,16051,0,8/22/21,None,0,0
6003,910,4064,0,8/21/17,8/22/21,18,0
4812,2637,4064,0,2/26/17,8/22/21,18,0
22689,11517,16132,0,8/16/21,8/22/21,4,0
22769,12389,16168,0,8/23/21,None,13,0
22770,12429,16168,0,8/23/21,None,13,0
22778,12273,16147,0,8/23/21,None,13,0
22774,12222,10389,0,8/23/21,None,13,0
22775,12356,16198,0,8/23/21,None,13,0
22779,11751,16191,3,8/30/21,None,13,0
22802,11236,16180,0,8/24/21,None,13,0
20071,10816,14289,0,1/18/21,8/24/21,18,0
22830,11455,4138,0,8/29/21,None,13,0
22820,12326,16149,0,8/25/21,None,13,0
22821,12133,16149,0,8/25/21,None,13,0
22823,12353,13230,0,8/25/21,None,13,0
22831,12044,16187,0,8/26/21,None,13,0
22824,12129,16211,0,8/25/21,None,13,0
22825,12388,16211,0,8/25/21,None,13,0
22826,12043,16208,0,8/25/21,None,13,0
22832,12045,16187,0,8/26/21,None,13,0
22827,12351,16115,0,8/25/21,None,13,0
22828,12274,16217,0,8/25/21,None,13,0
22829,12066,16195,3,8/25/21,None,13,0
22844,12145,15687,0,8/26/21,None,13,0
22843,12197,16223,0,8/26/21,7/5/22,11,0
22848,12054,15815,0,8/26/21,None,13,0
22809,12119,16203,0,8/24/21,None,0,0
22861,12177,16165,0,8/27/21,None,13,0
22862,12318,16240,0,8/27/21,None,13,0
22863,12343,15602,0,8/27/21,None,13,0
22864,12164,15602,0,8/27/21,None,13,0
22879,12246,16246,0,8/29/21,None,13,0
22865,12322,16238,0,8/27/21,None,13,0
22889,12094,16254,3,8/29/21,None,13,0
22871,12324,16227,3,8/28/21,None,13,0
22872,12315,16227,3,8/28/21,None,13,0
22881,12055,16247,0,8/29/21,None,13,0
22873,11953,16239,0,8/28/21,None,13,0
22875,12320,16029,0,8/28/21,None,13,0
22882,12474,16253,0,8/29/21,None,13,0
22883,12256,16253,0,8/29/21,None,13,0
22890,12093,16254,3,8/29/21,None,13,0
22884,12247,16249,0,8/29/21,None,13,0
22885,12323,4972,0,8/29/21,None,13,0
22898,12217,9288,0,8/30/21,None,13,0
22886,12163,16255,0,8/29/21,None,13,0
22891,12041,16248,3,8/29/21,None,13,0
22888,12227,8443,0,8/29/21,None,13,0
22893,12213,16091,0,8/29/21,None,0,0
22895,12244,16091,0,8/29/21,None,0,0
22896,12206,16091,0,8/29/21,None,0,0
22899,12473,16210,0,8/30/21,None,13,0
22900,12271,16263,0,8/30/21,None,13,0
22901,12502,16243,0,8/30/21,None,13,0
22910,12500,16225,0,8/31/21,9/7/21,4,16225
22907,12499,16250,0,8/30/21,8/31/21,5,0
22908,12345,16214,0,8/30/21,None,13,0
22887,11336,16155,0,8/30/21,None,13,0
22860,7314,10045,0,8/31/21,None,13,0
22912,11793,16278,0,8/31/21,None,13,0
22906,12497,16250,0,8/30/21,8/31/21,5,0
17982,9936,9689,0,8/20/20,8/31/21,18,0
17981,9938,9689,0,8/20/20,8/31/21,18,0
22914,12095,11199,0,9/1/21,None,13,0
22915,12497,11730,0,9/1/21,None,13,0
22916,12499,11730,0,9/1/21,None,13,0
8819,4700,6412,0,5/26/18,9/1/21,9,0
22913,9527,16278,0,9/1/21,None,13,0
22920,12425,16274,0,9/1/21,None,13,0
22922,12275,16077,0,9/1/21,None,13,0
22932,12142,135,0,11/13/21,None,13,0
22933,12182,16303,0,9/2/21,None,13,0
